,WELL,DEPTH_MD,CALI,RMED,RDEP,RHOB,GR,NPHI,DTC,FORCE_2020_LITHOFACIES_LITHOLOGY,GROUP,GROUP_num,LITHOLOGY,RMED_log,RDEP_log
614593,34/8-1,2246.6730232,13.271039009,1.4408171177,1.1027556658,2.3992242813,72.717918396,0.3406471014,98.849571228,74000,SHETLAND GP.,9,Dolomite (Dolomita),0.15860885949949188,0.04247929779875995
614594,34/8-1,2246.8250232,13.303665161,1.6710468531,1.0987861156,2.3998577595,74.110496521,0.3393096328,102.15825653,74000,SHETLAND GP.,9,Dolomite (Dolomita),0.22298862688772195,0.04091316298332432
614595,34/8-1,2246.9770232,13.289530754,1.6404016018,1.1067990065,2.3932516575,76.246429443,0.3460888565,109.98216248,74000,SHETLAND GP.,9,Dolomite (Dolomita),0.21495018469040533,0.04406876063176092
614596,34/8-1,2247.1290232,13.281427383,1.4106817245,1.1274514198,2.3866922855,79.639076233,0.351077944,117.6309967,74000,SHETLAND GP.,9,Dolomite (Dolomita),0.1494290400581928,0.05209783785170431
614597,34/8-1,2247.2810232,13.289003372,1.2600761652,1.1155742407,2.3830058575,83.605033875,0.3499584794,119.07343292,65000,SHETLAND GP.,9,Shale (Argilito),0.10039679680514278,0.04749847758127876
614598,34/8-1,2247.4330232,13.267056465,1.2456276417,1.0887274742,2.383810997,82.487838745,0.3565072119,118.03887177,65000,SHETLAND GP.,9,Shale (Argilito),0.0953882370878273,0.036919182544451375
614599,34/8-1,2247.5850232,13.282493591,1.3024775982,1.0782623291,2.3883166313,80.683563232,0.3627109528,117.36713409,65000,SHETLAND GP.,9,Shale (Argilito),0.11477026244235644,0.032724432669586453
614600,34/8-1,2247.7370232,13.284487724,1.357503891,1.0717900991,2.3905832767,80.295478821,0.3483485579,116.05692291,65000,SHETLAND GP.,9,Shale (Argilito),0.13274108307665416,0.030109740834019166
614601,34/8-1,2247.8890232,13.248893738,1.4100251198,1.054718256,2.3802411556,81.949226379,0.3282515407,116.66716003,65000,SHETLAND GP.,9,Shale (Argilito),0.149226849742862,0.02313646323003168
614602,34/8-1,2248.0410232,13.229161263,1.426128149,1.0500129461,2.3683505058,83.31401825,0.3271268606,117.6512146,65000,SHETLAND GP.,9,Shale (Argilito),0.15415855209578383,0.021194653722444105
614603,34/8-1,2248.1930232,13.22659874,1.391320467,1.0638965368,2.3620426655,81.669242859,0.3539550602,118.87866974,65000,SHETLAND GP.,9,Shale (Argilito),0.14342717385974477,0.02689939517552849
614604,34/8-1,2248.3450232,13.22659874,1.2867816687,1.0660226345,2.3647227287,82.149185181,0.3815995157,119.84988403,65000,SHETLAND GP.,9,Shale (Argilito),0.10950486537949487,0.027766426017092772
614605,34/8-1,2248.4970232,13.22659874,1.2164599895,1.0613051653,2.3707275391,84.108833313,0.3858700991,119.85063934,65000,SHETLAND GP.,9,Shale (Argilito),0.08509782915247058,0.0258402779165263
614606,34/8-1,2248.6490232,13.22659874,1.2319580317,1.0558649302,2.3792469501,84.353240967,0.3651874959,118.85864258,65000,SHETLAND GP.,9,Shale (Argilito),0.09059591325733678,0.023608365337330753
614607,34/8-1,2248.8010232,13.22659874,1.2865495682,1.0440665483,2.3873169422,83.311920166,0.3381373584,117.36299896,65000,SHETLAND GP.,9,Shale (Argilito),0.10942652337266352,0.018728181270040976
614608,34/8-1,2248.9530232,13.22659874,1.3424249887,1.0455812216,2.391099453,80.688240051,0.3275000751,116.82363129,65000,SHETLAND GP.,9,Shale (Argilito),0.127890027776574,0.019357774812797088
614609,34/8-1,2249.1050232,13.22659874,1.3661754131,1.0593675375,2.3959949017,78.406448364,0.3271490932,116.948349,65000,SHETLAND GP.,9,Shale (Argilito),0.13550646512184197,0.025046660594457665
614610,34/8-1,2249.2570232,13.22659874,1.352792263,1.0671509504,2.3980984688,76.025138855,0.3355900347,117.29181671,65000,SHETLAND GP.,9,Shale (Argilito),0.1312311107443163,0.0282258554966073
614611,34/8-1,2249.4090232,13.22659874,1.3350057602,1.0678192377,2.3927669525,75.330703735,0.347741574,117.79034424,65000,SHETLAND GP.,9,Shale (Argilito),0.1254831395715137,0.028497740788320357
614612,34/8-1,2249.5610232,13.22659874,1.3385453224,1.0634087324,2.3808312416,79.437599182,0.3599788249,118.43383026,65000,SHETLAND GP.,9,Shale (Argilito),0.1266330807414726,0.0267002222914591
614613,34/8-1,2249.7130232,13.22659874,1.3362876177,1.050416708,2.3717579842,83.637496948,0.370621115,118.60595703,65000,SHETLAND GP.,9,Shale (Argilito),0.1258999441697451,0.021361621054094844
614614,34/8-1,2249.8650232,13.22659874,1.2981318235,1.0373754501,2.3746507168,84.319549561,0.3751585186,118.93045044,65000,SHETLAND GP.,9,Shale (Argilito),0.11331879671064955,0.01593596602862932
614615,34/8-1,2250.0170232,13.22659874,1.2437499762,1.0265220404,2.3831448555,81.146186829,0.3708278239,119.39268494,65000,SHETLAND GP.,9,Shale (Argilito),0.09473308544326224,0.011368278520383667
614616,34/8-1,2250.1690232,13.227169037,1.2129209042,1.010427475,2.3900594711,79.851730347,0.3639617264,119.78391266,65000,SHETLAND GP.,9,Shale (Argilito),0.08383248100714603,0.004505146809607338
614617,34/8-1,2250.3210232,13.230204582,1.2169538736,0.9939690232,2.3908445835,82.125991821,0.3558387458,119.85861206,65000,SHETLAND GP.,9,Shale (Argilito),0.08527411740785326,-0.002627150072440592
614618,34/8-1,2250.4730232,13.229608536,1.2339508533,0.9770972133,2.3888802528,85.804260254,0.3523000777,119.89082336,65000,SHETLAND GP.,9,Shale (Argilito),0.09129786264239052,-0.010062225329893416
614619,34/8-1,2250.6250232,13.227600098,1.2499383688,0.9570367932,2.3880634308,86.497177124,0.3537532985,120.28030396,65000,SHETLAND GP.,9,Shale (Argilito),0.09688859960810023,-0.019071365486928265
614620,34/8-1,2250.7770232,13.23017025,1.2350696325,0.9488586783,2.3901469707,85.144607544,0.3593975604,120.77877045,65000,SHETLAND GP.,9,Shale (Argilito),0.09169144355358726,-0.022798465976108354
614621,34/8-1,2250.9290232,13.229640007,1.2009855509,0.946980834,2.3933913708,83.043647766,0.360047102,120.58380127,65000,SHETLAND GP.,9,Shale (Argilito),0.07953778242193464,-0.02365881061897726
614622,34/8-1,2251.0810232,13.227046013,1.1702563763,0.9434735775,2.3949980736,81.728630066,0.3513944745,120.9408493,65000,SHETLAND GP.,9,Shale (Argilito),0.06828101611809609,-0.02527025798620455
614623,34/8-1,2251.2330232,13.227149963,1.1637736559,0.9442684054,2.3935284615,80.232566833,0.3392956257,120.6756897,65000,SHETLAND GP.,9,Shale (Argilito),0.06586852193562316,-0.024904541278563293
614624,34/8-1,2251.3850232,13.230724335,1.1704465151,0.9449801445,2.393096447,79.108299255,0.3342048526,120.54656219,65000,SHETLAND GP.,9,Shale (Argilito),0.06835157290009584,-0.024577316596215898
614625,34/8-1,2251.5370232,13.235648155,1.1847254038,0.9408708811,2.3952009678,78.569618225,0.3355669379,120.59177399,65000,SHETLAND GP.,9,Shale (Argilito),0.07361770103481076,-0.026469972187331332
614626,34/8-1,2251.6890232,13.245633125,1.2047560215,0.9430410862,2.4007592201,79.829414368,0.3414380252,119.70794678,65000,SHETLAND GP.,9,Shale (Argilito),0.08089910562913938,-0.025469385607066374
614627,34/8-1,2251.8410232,13.246893883,1.2245851755,0.9543712735,2.4053556919,81.476211548,0.3546878695,119.92473602,65000,SHETLAND GP.,9,Shale (Argilito),0.08798899767891027,-0.020282641370606657
614628,34/8-1,2251.9930232,13.23494339,1.2484948635,0.9617416859,2.4047636986,82.032470703,0.3668015897,120.36582947,65000,SHETLAND GP.,9,Shale (Argilito),0.09638675993670966,-0.016941559409874955
614629,34/8-1,2252.1450232,13.227575302,1.2509409189,0.9725595713,2.4007561207,82.904792786,0.3729372323,120.11657715,65000,SHETLAND GP.,9,Shale (Argilito),0.09723679874088251,-0.012083787745686629
614630,34/8-1,2252.2970232,13.227131844,1.2416057587,0.9921598434,2.3945813179,83.046791077,0.3718995452,120.13285065,65000,SHETLAND GP.,9,Shale (Argilito),0.09398371822293493,-0.003418354545061606
614631,34/8-1,2252.4490232,13.231781006,1.2319450378,1.0045399666,2.3898127079,83.738540649,0.3634509146,120.38228607,65000,SHETLAND GP.,9,Shale (Argilito),0.09059133257464816,0.001967220256540527
614632,34/8-1,2252.6010232,13.24087429,1.2544279099,1.0073261261,2.3869247437,83.115821838,0.3468162119,119.97393036,65000,SHETLAND GP.,9,Shale (Argilito),0.0984457081119811,0.0031700979972448928
614633,34/8-1,2252.7530232,13.240873337,1.295579195,1.0139197111,2.3863346577,83.414337158,0.3328027129,119.89228821,65000,SHETLAND GP.,9,Shale (Argilito),0.11246396529580859,0.00600356603600333
614634,34/8-1,2252.9050232,13.238794327,1.31318295,1.0174689293,2.3888776302,84.549507141,0.3262654543,120.31509399,65000,SHETLAND GP.,9,Shale (Argilito),0.11832523533586888,0.0075211559418876285
614635,34/8-1,2253.0570232,13.258996964,1.2996660471,1.0186593533,2.3917925358,83.92591095,0.3340753913,120.43981171,65000,SHETLAND GP.,9,Shale (Argilito),0.11383177343489273,0.008028977219799177
614636,34/8-1,2253.2090232,13.27874279,1.2832000256,1.0204690695,2.3895442486,80.886650085,0.3444964886,120.3711319,65000,SHETLAND GP.,9,Shale (Argilito),0.10829435960431727,0.008799845750720117
614637,34/8-1,2253.3610232,13.265719414,1.275718689,1.0165280104,2.3819794655,80.330162048,0.3493145406,120.50621033,65000,SHETLAND GP.,9,Shale (Argilito),0.10575491789284658,0.007119350110854809
614638,34/8-1,2253.5130232,13.251055717,1.268599987,1.0106899738,2.3758041859,81.48474884,0.3516514003,121.00508118,65000,SHETLAND GP.,9,Shale (Argilito),0.10332470261100485,0.004617957454090069
614639,34/8-1,2253.6650232,13.240921974,1.2591528893,1.0097808838,2.3747138977,81.924537659,0.3528427482,121.18656158,65000,SHETLAND GP.,9,Shale (Argilito),0.10007846636521674,0.004227144792070188
614640,34/8-1,2253.8170232,13.229786873,1.2421244383,1.0097311735,2.3775224686,80.128097534,0.3500103056,121.06194305,65000,SHETLAND GP.,9,Shale (Argilito),0.09416510643627828,0.004205764470115653
614641,34/8-1,2253.9690232,13.238717079,1.2299842834,1.007799983,2.3787448406,78.065414429,0.3402900398,120.87454987,65000,SHETLAND GP.,9,Shale (Argilito),0.0898995621091031,0.003374346693885373
614642,34/8-1,2254.1210232,13.270248413,1.2246009111,1.0049027205,2.3789021969,79.780410767,0.3304522634,120.68755341,65000,SHETLAND GP.,9,Shale (Argilito),0.08799457821383734,0.0021240219605968003
614643,34/8-1,2254.2730232,13.281588554,1.226534009,0.9985687733,2.3793020248,80.873977661,0.3285139501,120.56283569,65000,SHETLAND GP.,9,Shale (Argilito),0.08867959470813222,-0.0006220190895822632
614644,34/8-1,2254.4250232,13.252389908,1.2377173901,0.9866350889,2.3819186687,81.464706421,0.3320872784,120.25248718,65000,SHETLAND GP.,9,Shale (Argilito),0.09262149288177704,-0.0058434432579614936
614645,34/8-1,2254.5770232,13.23201561,1.2485107183,0.9746545553,2.3846564293,79.937835693,0.3323583007,119.63101196,65000,SHETLAND GP.,9,Shale (Argilito),0.09639227506427041,-0.011149283081300702
614646,34/8-1,2254.7290232,13.244633675,1.2385817766,0.969537735,2.3813550472,78.854202271,0.3286992908,119.43333435,65000,SHETLAND GP.,9,Shale (Argilito),0.09292468589454116,-0.013435283250203099
614647,34/8-1,2254.8810232,13.270550728,1.2122657299,0.9675566554,2.3750851154,77.287994385,0.3260255456,119.80749512,65000,SHETLAND GP.,9,Shale (Argilito),0.08359782806448487,-0.014323595397218617
614648,34/8-1,2255.0330232,13.265652657,1.1849759817,0.9654108286,2.3743124008,74.291976929,0.3343305588,120.24219513,65000,SHETLAND GP.,9,Shale (Argilito),0.07370954771247949,-0.01528783419471235
614649,34/8-1,2255.1850232,13.25357151,1.180768013,0.9608006477,2.3817801476,73.456130981,0.3505256474,120.56021118,65000,SHETLAND GP.,9,Shale (Argilito),0.07216457960281879,-0.017366712836165046
614650,34/8-1,2255.3370232,13.259575844,1.1965175867,0.9551781416,2.3903470039,76.405036926,0.3624996841,120.68483734,65000,SHETLAND GP.,9,Shale (Argilito),0.07791908635993125,-0.019915624542932275
614651,34/8-1,2255.4890232,13.262530327,1.1970065832,0.9507195354,2.3920073509,81.704826355,0.360586226,120.51198578,65000,SHETLAND GP.,9,Shale (Argilito),0.07809653891064736,-0.021947582108491574
614652,34/8-1,2255.6410232,13.287904739,1.1914000511,0.9471154213,2.3836622238,82.457077026,0.3537077606,120.36843872,65000,SHETLAND GP.,9,Shale (Argilito),0.07605761439002715,-0.023597091979642968
614653,34/8-1,2255.7930232,13.315701485,1.1955426931,0.9443292618,2.3720605373,78.877761841,0.3535144031,120.61768341,65000,SHETLAND GP.,9,Shale (Argilito),0.07756508948289605,-0.02487655268239308
614654,34/8-1,2255.9450232,13.320300102,1.2033799887,0.938796103,2.364470005,76.02922821,0.3531153798,120.86691284,65000,SHETLAND GP.,9,Shale (Argilito),0.08040278522658102,-0.027428721852640472
614655,34/8-1,2256.0970232,13.321327209,1.1974593401,0.9340307713,2.3634741306,76.789680481,0.3482246697,121.11634827,65000,SHETLAND GP.,9,Shale (Argilito),0.07826077580685338,-0.029638815862352313
614656,34/8-1,2256.2490232,13.341802597,1.1729300022,0.9380177855,2.3654425144,77.798675537,0.3425042033,120.9026413,65000,SHETLAND GP.,9,Shale (Argilito),0.06927209518001465,-0.02778892700336652
614657,34/8-1,2256.4010232,13.393611908,1.1329114437,0.9405242801,2.368927002,76.214080811,0.3482789993,120.26955414,65000,SHETLAND GP.,9,Shale (Argilito),0.05419596368906263,-0.02662998844178904
614658,34/8-1,2256.5530232,13.457501411,1.1004705429,0.9408278465,2.3727338314,72.465141296,0.3708003461,120.22894287,65000,SHETLAND GP.,9,Shale (Argilito),0.04157842196687524,-0.026489836886222858
614659,34/8-1,2256.7050232,13.521389961,1.0997020006,0.9421725869,2.3740108013,71.295845032,0.389618367,120.61368561,65000,SHETLAND GP.,9,Shale (Argilito),0.04127501513220614,-0.02586953598322036
614660,34/8-1,2256.8570232,13.454187393,1.1217406988,0.9414474964,2.3700115681,73.918632507,0.3935863972,120.97625732,65000,SHETLAND GP.,9,Shale (Argilito),0.04989247715623099,-0.02620389514765779
614661,34/8-1,2257.0090232,13.305714607,1.1544417143,0.9398193955,2.3623487949,77.260124207,0.380695194,122.03794098,65000,SHETLAND GP.,9,Shale (Argilito),0.06237201105407766,-0.026955596478735442
614662,34/8-1,2257.1610232,13.262862206,1.1667530537,0.9367555976,2.3589730263,79.154548645,0.3711201847,122.77635193,65000,SHETLAND GP.,9,Shale (Argilito),0.06697894622170936,-0.02837370309188673
614663,34/8-1,2257.3130232,13.26761055,1.1658321619,0.9345999956,2.3595819473,79.166893005,0.3697091043,122.5555191,65000,SHETLAND GP.,9,Shale (Argilito),0.06663603206339809,-0.029374225356318957
614664,34/8-1,2257.4650232,13.302852631,1.1748933792,0.9300485849,2.3624529839,80.65561676,0.3679830432,122.68022919,65000,SHETLAND GP.,9,Shale (Argilito),0.06999845645788381,-0.03149436370107811
614665,34/8-1,2257.6170232,13.318509102,1.1891832352,0.9223656654,2.3624901772,82.980072021,0.3679297864,122.31036377,65000,SHETLAND GP.,9,Shale (Argilito),0.07524877800392958,-0.03509687180707841
614666,34/8-1,2257.7690232,13.316057205,1.1869115829,0.9201183319,2.3623182774,84.157722473,0.3725481629,122.40499878,65000,SHETLAND GP.,9,Shale (Argilito),0.07441836807941103,-0.03615631658216603
614667,34/8-1,2257.9210232,13.289365768,1.1498297453,0.9220907092,2.3692297935,84.430679321,0.3870559931,122.92486572,65000,SHETLAND GP.,9,Shale (Argilito),0.06063353935305779,-0.0352263538191813
614668,34/8-1,2258.0730232,13.265781403,1.1159493923,0.9238687754,2.3808674812,82.328514099,0.3961276114,122.35624695,65000,SHETLAND GP.,9,Shale (Argilito),0.047644500028796374,-0.034389710778663395
614669,34/8-1,2258.2250232,13.285186768,1.1088517904,0.9245870113,2.3869113922,81.830253601,0.3818131387,122.02366638,65000,SHETLAND GP.,9,Shale (Argilito),0.044873502043760824,-0.03405221187171929
614670,34/8-1,2258.3770232,13.291197777,1.1186697483,0.9254465103,2.3814179897,80.113891602,0.3546100855,121.69108582,65000,SHETLAND GP.,9,Shale (Argilito),0.04870189380277071,-0.03364867788663293
614671,34/8-1,2258.5290232,13.283041954,1.1444818974,0.9253595471,2.3734228611,77.629165649,0.3392146826,121.57070923,65000,SHETLAND GP.,9,Shale (Argilito),0.05860892770390863,-0.033689489983357426
614672,34/8-1,2258.6810232,13.276511192,1.1587053537,0.9317213297,2.3703689575,76.41519165,0.3538872004,121.73691559,65000,SHETLAND GP.,9,Shale (Argilito),0.0639730135902876,-0.030713962185236084
614673,34/8-1,2258.8330232,13.246188164,1.1777949333,0.9464490414,2.3697612286,78.000015259,0.3754541576,121.90312195,65000,SHETLAND GP.,9,Shale (Argilito),0.07106968171689448,-0.02390276430405476
614674,34/8-1,2258.9850232,13.247373581,1.1927142143,0.9591228366,2.3668522835,82.810844421,0.3791139424,121.89598083,65000,SHETLAND GP.,9,Shale (Argilito),0.07653639503587713,-0.018125768385884974
614675,34/8-1,2259.1370232,13.251916885,1.205711484,0.9690853953,2.3649792671,85.4921875,0.3667476177,121.71552277,65000,SHETLAND GP.,9,Shale (Argilito),0.08124339744157894,-0.013637951459563032
614676,34/8-1,2259.2890232,13.237290382,1.2091889381,0.9827880263,2.3677756786,86.376876831,0.3582708836,121.6324234,65000,SHETLAND GP.,9,Shale (Argilito),0.0824941655119788,-0.007540143343274748
614677,34/8-1,2259.4410232,13.22783947,1.2077195644,0.9862291813,2.3711731434,87.075164795,0.3648631871,121.54932404,65000,SHETLAND GP.,9,Shale (Argilito),0.0819661016918343,-0.006022151378933358
614678,34/8-1,2259.5930232,13.22659874,1.1995316744,0.9849945307,2.3700489998,88.417114258,0.3738774061,121.29725647,65000,SHETLAND GP.,9,Shale (Argilito),0.07901172027843699,-0.006566180967773447
614679,34/8-1,2259.7450232,13.229179382,1.1958701611,0.9869362712,2.3647401333,88.342506409,0.3737713397,121.10064697,65000,SHETLAND GP.,9,Shale (Argilito),0.07768402967010718,-0.005710889842770303
614680,34/8-1,2259.8970232,13.249198914,1.2114590406,0.9868261218,2.3588144779,88.326850891,0.3648923337,121.44968414,65000,SHETLAND GP.,9,Shale (Argilito),0.08330873523612342,-0.005759363029638501
614681,34/8-1,2260.0490232,13.28954792,1.2263963223,0.9794512391,2.3569948673,86.264663696,0.3667772114,121.15432739,65000,SHETLAND GP.,9,Shale (Argilito),0.08863083949210243,-0.009017180003007453
614682,34/8-1,2260.2010232,13.316432953,1.2230249643,0.9771000147,2.3618144989,84.060317993,0.3837592006,120.64485931,65000,SHETLAND GP.,9,Shale (Argilito),0.08743532191533876,-0.010060980181712708
614683,34/8-1,2260.3530232,13.330075264,1.2206665277,0.976118505,2.367934227,80.491645813,0.3966792226,121.05370331,65000,SHETLAND GP.,9,Shale (Argilito),0.08659703580380336,-0.010497453907744541
614684,34/8-1,2260.5050232,13.412378311,1.2020505667,0.971949935,2.3709192276,79.149360657,0.3926811218,120.652565,65000,SHETLAND GP.,9,Shale (Argilito),0.07992273753099523,-0.012356104943288216
614685,34/8-1,2260.6570232,13.489845276,1.1927927732,0.9645921588,2.3657803535,80.346954346,0.3718148172,121.07972717,65000,SHETLAND GP.,9,Shale (Argilito),0.07656499918331039,-0.015656272793290942
614686,34/8-1,2260.8090232,13.419260979,1.1885173321,0.959307909,2.356055975,82.427642822,0.3502534032,121.51972198,65000,SHETLAND GP.,9,Shale (Argilito),0.0750055194091758,-0.018041974980773767
614687,34/8-1,2260.9610232,13.32585144,1.1974557638,0.9599167109,2.349139452,81.929191589,0.3496820927,120.8454895,65000,SHETLAND GP.,9,Shale (Argilito),0.07825947875264627,-0.01776644775809331
614688,34/8-1,2261.1130232,13.238515854,1.2108858824,0.9651152492,2.3488845825,80.760635376,0.3735924959,120.85771942,65000,SHETLAND GP.,9,Shale (Argilito),0.08310321582738894,-0.015420822300766477
614689,34/8-1,2261.2650232,13.227222443,1.2099950314,0.9745075703,2.3546686172,83.113769531,0.3969061673,120.48386383,65000,SHETLAND GP.,9,Shale (Argilito),0.08278358697761282,-0.01121478278879568
614690,34/8-1,2261.4170232,13.22659874,1.2191454172,0.9808966517,2.3619139194,87.7602005,0.3949626684,120.4367981,65000,SHETLAND GP.,9,Shale (Argilito),0.08605551047560102,-0.008376747931786922
614691,34/8-1,2261.5690232,13.22659874,1.2164984941,0.9835140705,2.3663978577,89.676902771,0.3752143383,120.6571579,65000,SHETLAND GP.,9,Shale (Argilito),0.08511157565527537,-0.007219422529803413
614692,34/8-1,2261.7210232,13.22659874,1.228937149,0.9887902141,2.3660879135,87.545791626,0.3619433939,120.59211731,65000,SHETLAND GP.,9,Shale (Argilito),0.08952967251992854,-0.0048958403776309285
614693,34/8-1,2261.8730232,13.22659874,1.2328609228,0.9956957102,2.3632326126,84.439102173,0.3508375287,120.7956543,65000,SHETLAND GP.,9,Shale (Argilito),0.0909140872467995,-0.0018733639578858185
614694,34/8-1,2262.0250232,13.22659874,1.2368155718,0.9977452159,2.3617572784,82.699073792,0.3457411528,120.92037201,65000,SHETLAND GP.,9,Shale (Argilito),0.0923049444787135,-0.0009803459425480933
614695,34/8-1,2262.1770232,13.22659874,1.2368110418,0.9980000257,2.3655896187,82.161827087,0.3526717424,120.81964111,65000,SHETLAND GP.,9,Shale (Argilito),0.09230335381503596,-0.0008694475288933718
614696,34/8-1,2262.3290232,13.227352142,1.2317188978,1.0022298098,2.37064147,82.077789307,0.37416327,120.58953857,65000,SHETLAND GP.,9,Shale (Argilito),0.09051160469212789,0.0009673160268048787
614697,34/8-1,2262.4810232,13.231976509,1.2301443815,1.0049277544,2.3723669052,83.444541931,0.3854584098,120.83877563,65000,SHETLAND GP.,9,Shale (Argilito),0.08995608738152751,0.002134840867730309
614698,34/8-1,2262.6330232,13.234642982,1.2274211645,0.9900749326,2.370818615,84.558303833,0.3847386539,121.17617035,65000,SHETLAND GP.,9,Shale (Argilito),0.08899360757942346,-0.004331935116407452
614699,34/8-1,2262.7850232,13.231368065,1.2205191851,0.9781597853,2.3698198795,85.43132782,0.3822451532,121.67504883,65000,SHETLAND GP.,9,Shale (Argilito),0.0865446103960423,-0.009590196126587595
614700,34/8-1,2262.9370232,13.255117416,1.2114260197,0.9752434492,2.3669347763,86.326095581,0.3724900782,121.91304779,65000,SHETLAND GP.,9,Shale (Argilito),0.08329689745240566,-0.010886958202376649
614701,34/8-1,2263.0890232,13.302598,1.2027193308,0.969974339,2.3648228645,85.967124939,0.3598062396,121.53417969,65000,SHETLAND GP.,9,Shale (Argilito),0.08016429125812258,-0.013239754989542449
614702,34/8-1,2263.2410232,13.335347176,1.1902037859,0.9678071141,2.3636868,84.488075256,0.3581703603,120.91108704,65000,SHETLAND GP.,9,Shale (Argilito),0.07562132737127615,-0.014211189829153276
614703,34/8-1,2263.3930232,13.32416153,1.1731365919,0.9765872359,2.3735949993,84.784393311,0.3652626276,120.58486176,65000,SHETLAND GP.,9,Shale (Argilito),0.06934858130124039,-0.010288956290296488
614704,34/8-1,2263.5450232,13.290848732,1.1715523005,0.9825686216,2.3832221031,86.086448669,0.3761951923,120.70788574,65000,SHETLAND GP.,9,Shale (Argilito),0.06876168116306902,-0.007637109205436467
614705,34/8-1,2263.6970232,13.378931999,1.1780772209,0.9842042327,2.3829174042,88.431838989,0.3745852709,120.58325958,65000,SHETLAND GP.,9,Shale (Argilito),0.07117375862731422,-0.006914771557271526
614706,34/8-1,2263.8490232,13.39905262,1.1972144842,0.9889189601,2.3724741936,83.406219482,0.3734723926,121.16217041,65000,SHETLAND GP.,9,Shale (Argilito),0.07817196240310467,-0.004839296495268929
614707,34/8-1,2264.0010232,13.261717796,1.2268761396,0.9914243221,2.3654921055,79.654838562,0.376151979,122.17116547,65000,SHETLAND GP.,9,Shale (Argilito),0.08880072034439666,-0.003740430978326539
614708,34/8-1,2264.1530232,13.234399796,1.2382411957,0.9879633188,2.3666119576,80.129074097,0.369038105,121.45917511,65000,SHETLAND GP.,9,Shale (Argilito),0.0928052486896233,-0.005259179641602104
614709,34/8-1,2264.3050232,13.234043121,1.2403054237,0.9917702079,2.366594553,86.712791443,0.3669787347,121.3344574,65000,SHETLAND GP.,9,Shale (Argilito),0.09352864281910704,-0.003588941758727064
614710,34/8-1,2264.4570232,13.231464386,1.232078433,0.9986784458,2.3690168858,91.439292908,0.369138658,121.1696167,65000,SHETLAND GP.,9,Shale (Argilito),0.09063835550281057,-0.000574323279910947
614711,34/8-1,2264.6090232,13.227600098,1.2335956097,0.9981591105,2.3680319786,88.857948303,0.3789695799,120.96022797,65000,SHETLAND GP.,9,Shale (Argilito),0.09117281507907958,-0.0008002249406858537
614712,34/8-1,2264.7610232,13.232514381,1.2407643795,1.0023545027,2.3663878441,87.245994568,0.3841745853,120.83551025,65000,SHETLAND GP.,9,Shale (Argilito),0.09368931703584531,0.0010213456210052315
614713,34/8-1,2264.9130232,13.259003639,1.2482330799,1.0125507116,2.3605041504,84.183815002,0.37514171,120.82842255,65000,SHETLAND GP.,9,Shale (Argilito),0.09629568780075679,0.005416783211674939
614714,34/8-1,2265.0650232,13.292740822,1.2519983053,1.0166000128,2.3566031456,82.077644348,0.3718433082,120.9222641,65000,SHETLAND GP.,9,Shale (Argilito),0.09760374101549982,0.007150110834881987
614715,34/8-1,2265.2170232,13.279826164,1.2511996031,1.0172151327,2.359249115,77.374908447,0.3792230487,120.78844452,65000,SHETLAND GP.,9,Shale (Argilito),0.09732659795082134,0.007412812375890343
614716,34/8-1,2265.3690232,13.264596939,1.2557014227,1.0212562084,2.3626916409,78.529052734,0.3925919533,120.91316223,65000,SHETLAND GP.,9,Shale (Argilito),0.09888638630488936,0.009134709702690657
614717,34/8-1,2265.5210232,13.287297249,1.2603758574,1.0296941996,2.3668363094,81.276664734,0.3880324662,121.22729492,65000,SHETLAND GP.,9,Shale (Argilito),0.10050007563622206,0.012708266311945254
614718,34/8-1,2265.6730232,13.297093391,1.2608290911,1.0313858986,2.3660299778,83.899353027,0.3758716285,121.6749115,65000,SHETLAND GP.,9,Shale (Argilito),0.10065622073435071,0.013421189314178144
614719,34/8-1,2265.8250232,13.305503845,1.2576419115,1.0172737837,2.3647565842,81.275093079,0.3652555645,121.57423401,65000,SHETLAND GP.,9,Shale (Argilito),0.09955700200153572,0.007437852380247058
614720,34/8-1,2265.9770232,13.321458817,1.2554599047,1.0037506819,2.3606815338,78.080307007,0.3641343415,121.45530701,65000,SHETLAND GP.,9,Shale (Argilito),0.09880284731927395,0.001625853325648032
614721,34/8-1,2266.1290232,13.331871033,1.2559520006,0.9972861409,2.3584413528,78.288856506,0.3630436957,121.04243469,65000,SHETLAND GP.,9,Shale (Argilito),0.09897304205015132,-0.001180216227412667
614722,34/8-1,2266.2810232,13.344740868,1.2468310595,0.9836356044,2.3550209999,81.894248962,0.3604654372,121.67756653,65000,SHETLAND GP.,9,Shale (Argilito),0.09580761234192857,-0.007165759605344925
614723,34/8-1,2266.4330232,13.369944572,1.2177609205,0.9786135554,2.3472878933,86.61882782,0.3560448885,121.07051849,65000,SHETLAND GP.,9,Shale (Argilito),0.08556203287868658,-0.00938877284478357
614724,34/8-1,2266.5850232,13.40267086,1.188215971,0.9951680899,2.3474857807,89.519920349,0.3536547422,120.21304321,65000,SHETLAND GP.,9,Shale (Argilito),0.07489538550115929,-0.0021035580979202155
614725,34/8-1,2266.7370232,13.433740616,1.1880636215,0.9919220209,2.3482089043,88.994873047,0.3595714271,120.82044983,65000,SHETLAND GP.,9,Shale (Argilito),0.07483969799075842,-0.0035224681925632426
